,account,number,cost,date,rowname,ind_row,report
14,Remedy Place,0-14,,2/29/2024,OPERATING ACTIVITIES,1,Flatiron CF
15,Remedy Place,0-15,,3/31/2024,OPERATING ACTIVITIES,1,Flatiron CF
18,Remedy Place,0-1,4302.56,1/31/2023,Net Income,2,Flatiron CF
19,Remedy Place,0-2,-7747.48,2/28/2023,Net Income,2,Flatiron CF
20,Remedy Place,0-3,-16231.66,3/31/2023,Net Income,2,Flatiron CF
21,Remedy Place,0-4,-12341.89,4/30/2023,Net Income,2,Flatiron CF
22,Remedy Place,0-5,-30916.74,5/31/2023,Net Income,2,Flatiron CF
23,Remedy Place,0-6,840.77,6/30/2023,Net Income,2,Flatiron CF
24,Remedy Place,0-7,-32080.21,7/31/2023,Net Income,2,Flatiron CF
25,Remedy Place,0-8,-51405.55,8/31/2023,Net Income,2,Flatiron CF
26,Remedy Place,0-9,-33001.39,9/30/2023,Net Income,2,Flatiron CF
27,Remedy Place,0-10,-33757.85,10/31/2023,Net Income,2,Flatiron CF
28,Remedy Place,0-11,30912.97,11/30/2023,Net Income,2,Flatiron CF
29,Remedy Place,0-12,-51882.47,12/31/2023,Net Income,2,Flatiron CF
30,Remedy Place,0-13,98683.62,1/31/2024,Net Income,2,Flatiron CF
31,Remedy Place,0-14,55789.31,2/29/2024,Net Income,2,Flatiron CF
32,Remedy Place,0-15,41157.89,3/31/2024,Net Income,2,Flatiron CF
35,Remedy Place,0-1,0,1/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
36,Remedy Place,0-2,0,2/28/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
37,Remedy Place,0-3,0,3/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
38,Remedy Place,0-4,0,4/30/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
39,Remedy Place,0-5,0,5/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
40,Remedy Place,0-6,0,6/30/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
41,Remedy Place,0-7,0,7/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
42,Remedy Place,0-8,0,8/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
43,Remedy Place,0-9,0,9/30/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
44,Remedy Place,0-10,0,10/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
45,Remedy Place,0-11,0,11/30/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
46,Remedy Place,0-12,0,12/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
47,Remedy Place,0-13,0,1/31/2024,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
48,Remedy Place,0-14,0,2/29/2024,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
49,Remedy Place,0-15,0,3/31/2024,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,Flatiron CF
52,Remedy Place,0-1,0,1/31/2023,Accounts Receivable (A/R),4,Flatiron CF
53,Remedy Place,0-2,0,2/28/2023,Accounts Receivable (A/R),4,Flatiron CF
54,Remedy Place,0-3,-12500,3/31/2023,Accounts Receivable (A/R),4,Flatiron CF
55,Remedy Place,0-4,12500,4/30/2023,Accounts Receivable (A/R),4,Flatiron CF
56,Remedy Place,0-5,0,5/31/2023,Accounts Receivable (A/R),4,Flatiron CF
57,Remedy Place,0-6,0,6/30/2023,Accounts Receivable (A/R),4,Flatiron CF
58,Remedy Place,0-7,0,7/31/2023,Accounts Receivable (A/R),4,Flatiron CF
59,Remedy Place,0-8,0,8/31/2023,Accounts Receivable (A/R),4,Flatiron CF
60,Remedy Place,0-9,-11588.6,9/30/2023,Accounts Receivable (A/R),4,Flatiron CF
61,Remedy Place,0-10,0,10/31/2023,Accounts Receivable (A/R),4,Flatiron CF
62,Remedy Place,0-11,0,11/30/2023,Accounts Receivable (A/R),4,Flatiron CF
63,Remedy Place,0-12,-650,12/31/2023,Accounts Receivable (A/R),4,Flatiron CF
64,Remedy Place,0-13,-3091.87,1/31/2024,Accounts Receivable (A/R),4,Flatiron CF
65,Remedy Place,0-14,6688.75,2/29/2024,Accounts Receivable (A/R),4,Flatiron CF
66,Remedy Place,0-15,-15562.37,3/31/2024,Accounts Receivable (A/R),4,Flatiron CF
69,Remedy Place,0-1,-990.5,1/31/2023,Inventory,5,Flatiron CF
70,Remedy Place,0-2,-974.68,2/28/2023,Inventory,5,Flatiron CF
71,Remedy Place,0-3,-979.4,3/31/2023,Inventory,5,Flatiron CF
72,Remedy Place,0-4,-1295.3,4/30/2023,Inventory,5,Flatiron CF
73,Remedy Place,0-5,-1390.15,5/31/2023,Inventory,5,Flatiron CF
74,Remedy Place,0-6,-1334.78,6/30/2023,Inventory,5,Flatiron CF
75,Remedy Place,0-7,0,7/31/2023,Inventory,5,Flatiron CF
76,Remedy Place,0-8,0,8/31/2023,Inventory,5,Flatiron CF
77,Remedy Place,0-9,0,9/30/2023,Inventory,5,Flatiron CF
78,Remedy Place,0-10,867.1,10/31/2023,Inventory,5,Flatiron CF
79,Remedy Place,0-11,0,11/30/2023,Inventory,5,Flatiron CF
80,Remedy Place,0-12,0,12/31/2023,Inventory,5,Flatiron CF
81,Remedy Place,0-13,0,1/31/2024,Inventory,5,Flatiron CF
82,Remedy Place,0-14,0,2/29/2024,Inventory,5,Flatiron CF
83,Remedy Place,0-15,-574.22,3/31/2024,Inventory,5,Flatiron CF
86,Remedy Place,0-1,0,1/31/2023,Inventory:Medical Supplies,6,Flatiron CF
87,Remedy Place,0-2,0,2/28/2023,Inventory:Medical Supplies,6,Flatiron CF
88,Remedy Place,0-3,0,3/31/2023,Inventory:Medical Supplies,6,Flatiron CF
89,Remedy Place,0-4,0,4/30/2023,Inventory:Medical Supplies,6,Flatiron CF
90,Remedy Place,0-5,0,5/31/2023,Inventory:Medical Supplies,6,Flatiron CF
91,Remedy Place,0-6,0,6/30/2023,Inventory:Medical Supplies,6,Flatiron CF
92,Remedy Place,0-7,0,7/31/2023,Inventory:Medical Supplies,6,Flatiron CF
93,Remedy Place,0-8,0,8/31/2023,Inventory:Medical Supplies,6,Flatiron CF
94,Remedy Place,0-9,0,9/30/2023,Inventory:Medical Supplies,6,Flatiron CF
95,Remedy Place,0-10,0,10/31/2023,Inventory:Medical Supplies,6,Flatiron CF
96,Remedy Place,0-11,-2705.08,11/30/2023,Inventory:Medical Supplies,6,Flatiron CF
97,Remedy Place,0-12,-750.22,12/31/2023,Inventory:Medical Supplies,6,Flatiron CF
98,Remedy Place,0-13,-486.99,1/31/2024,Inventory:Medical Supplies,6,Flatiron CF
99,Remedy Place,0-14,-2479.33,2/29/2024,Inventory:Medical Supplies,6,Flatiron CF
100,Remedy Place,0-15,0,3/31/2024,Inventory:Medical Supplies,6,Flatiron CF
103,Remedy Place,0-1,0,1/31/2023,Inventory:Retail,7,Flatiron CF
104,Remedy Place,0-2,0,2/28/2023,Inventory:Retail,7,Flatiron CF
105,Remedy Place,0-3,0,3/31/2023,Inventory:Retail,7,Flatiron CF
106,Remedy Place,0-4,0,4/30/2023,Inventory:Retail,7,Flatiron CF
107,Remedy Place,0-5,0,5/31/2023,Inventory:Retail,7,Flatiron CF
108,Remedy Place,0-6,0,6/30/2023,Inventory:Retail,7,Flatiron CF
109,Remedy Place,0-7,0,7/31/2023,Inventory:Retail,7,Flatiron CF
110,Remedy Place,0-8,0,8/31/2023,Inventory:Retail,7,Flatiron CF
111,Remedy Place,0-9,0,9/30/2023,Inventory:Retail,7,Flatiron CF
112,Remedy Place,0-10,0,10/31/2023,Inventory:Retail,7,Flatiron CF
113,Remedy Place,0-11,-4208.03,11/30/2023,Inventory:Retail,7,Flatiron CF
114,Remedy Place,0-12,-582.39,12/31/2023,Inventory:Retail,7,Flatiron CF
115,Remedy Place,0-13,-931.88,1/31/2024,Inventory:Retail,7,Flatiron CF
116,Remedy Place,0-14,-3278.69,2/29/2024,Inventory:Retail,7,Flatiron CF
117,Remedy Place,0-15,1923.4,3/31/2024,Inventory:Retail,7,Flatiron CF
120,Remedy Place,0-1,45000,1/31/2023,Prepaid Expenses,8,Flatiron CF
121,Remedy Place,0-2,0,2/28/2023,Prepaid Expenses,8,Flatiron CF
122,Remedy Place,0-3,-45000,3/31/2023,Prepaid Expenses,8,Flatiron CF
123,Remedy Place,0-4,45000,4/30/2023,Prepaid Expenses,8,Flatiron CF
124,Remedy Place,0-5,0,5/31/2023,Prepaid Expenses,8,Flatiron CF
125,Remedy Place,0-6,-47000,6/30/2023,Prepaid Expenses,8,Flatiron CF
126,Remedy Place,0-7,47000,7/31/2023,Prepaid Expenses,8,Flatiron CF
127,Remedy Place,0-8,-28410.91,8/31/2023,Prepaid Expenses,8,Flatiron CF
128,Remedy Place,0-9,28410.91,9/30/2023,Prepaid Expenses,8,Flatiron CF
129,Remedy Place,0-10,0,10/31/2023,Prepaid Expenses,8,Flatiron CF
130,Remedy Place,0-11,-4548,11/30/2023,Prepaid Expenses,8,Flatiron CF
131,Remedy Place,0-12,-40452,12/31/2023,Prepaid Expenses,8,Flatiron CF
132,Remedy Place,0-13,45000,1/31/2024,Prepaid Expenses,8,Flatiron CF
133,Remedy Place,0-14,0,2/29/2024,Prepaid Expenses,8,Flatiron CF
134,Remedy Place,0-15,-5000.27,3/31/2024,Prepaid Expenses,8,Flatiron CF
137,Remedy Place,0-1,14185.55,1/31/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
138,Remedy Place,0-2,14185.55,2/28/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
139,Remedy Place,0-3,14185.55,3/31/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
140,Remedy Place,0-4,14185.55,4/30/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
141,Remedy Place,0-5,14185.55,5/31/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
142,Remedy Place,0-6,14185.55,6/30/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
143,Remedy Place,0-7,14185.55,7/31/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
144,Remedy Place,0-8,14185.55,8/31/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
145,Remedy Place,0-9,14278.72,9/30/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
146,Remedy Place,0-10,14278.72,10/31/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
147,Remedy Place,0-11,14278.72,11/30/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
148,Remedy Place,0-12,14278.72,12/31/2023,Building Improvements - NYC:Depreciation,9,Flatiron CF
149,Remedy Place,0-13,0,1/31/2024,Building Improvements - NYC:Depreciation,9,Flatiron CF
150,Remedy Place,0-14,0,2/29/2024,Building Improvements - NYC:Depreciation,9,Flatiron CF
151,Remedy Place,0-15,0,3/31/2024,Building Improvements - NYC:Depreciation,9,Flatiron CF
154,Remedy Place,0-1,3119.92,1/31/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
155,Remedy Place,0-2,3119.92,2/28/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
156,Remedy Place,0-3,3119.92,3/31/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
157,Remedy Place,0-4,3119.92,4/30/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
158,Remedy Place,0-5,3119.92,5/31/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
159,Remedy Place,0-6,3119.92,6/30/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
160,Remedy Place,0-7,3119.92,7/31/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
161,Remedy Place,0-8,3119.92,8/31/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
162,Remedy Place,0-9,3119.92,9/30/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
163,Remedy Place,0-10,3119.92,10/31/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
164,Remedy Place,0-11,3119.92,11/30/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
165,Remedy Place,0-12,3119.92,12/31/2023,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
166,Remedy Place,0-13,0,1/31/2024,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
167,Remedy Place,0-14,0,2/29/2024,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
168,Remedy Place,0-15,0,3/31/2024,Equipment - NYC:Accumulated Depreciation - NYC FF&E,10,Flatiron CF
171,Remedy Place,0-1,1749.98,1/31/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
172,Remedy Place,0-2,1749.98,2/28/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
173,Remedy Place,0-3,1749.98,3/31/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
174,Remedy Place,0-4,1749.98,4/30/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
175,Remedy Place,0-5,1749.98,5/31/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
176,Remedy Place,0-6,1749.98,6/30/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
177,Remedy Place,0-7,1749.98,7/31/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
178,Remedy Place,0-8,1749.98,8/31/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
179,Remedy Place,0-9,1749.98,9/30/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
180,Remedy Place,0-10,1749.98,10/31/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
181,Remedy Place,0-11,1749.98,11/30/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
182,Remedy Place,0-12,1834.59,12/31/2023,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
183,Remedy Place,0-13,0,1/31/2024,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
184,Remedy Place,0-14,0,2/29/2024,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
185,Remedy Place,0-15,0,3/31/2024,Furniture - NYC:Accumulated Depreciation - NYC Furniture,11,Flatiron CF
188,Remedy Place,0-1,-2000,1/31/2023,Accounts Payable,12,Flatiron CF
189,Remedy Place,0-2,0,2/28/2023,Accounts Payable,12,Flatiron CF
190,Remedy Place,0-3,2000,3/31/2023,Accounts Payable,12,Flatiron CF
191,Remedy Place,0-4,2000,4/30/2023,Accounts Payable,12,Flatiron CF
192,Remedy Place,0-5,0,5/31/2023,Accounts Payable,12,Flatiron CF
193,Remedy Place,0-6,0,6/30/2023,Accounts Payable,12,Flatiron CF
194,Remedy Place,0-7,3000,7/31/2023,Accounts Payable,12,Flatiron CF
195,Remedy Place,0-8,42000,8/31/2023,Accounts Payable,12,Flatiron CF
196,Remedy Place,0-9,0,9/30/2023,Accounts Payable,12,Flatiron CF
197,Remedy Place,0-10,2000,10/31/2023,Accounts Payable,12,Flatiron CF
198,Remedy Place,0-11,-9730.11,11/30/2023,Accounts Payable,12,Flatiron CF
199,Remedy Place,0-12,3484.06,12/31/2023,Accounts Payable,12,Flatiron CF
200,Remedy Place,0-13,0,1/31/2024,Accounts Payable,12,Flatiron CF
201,Remedy Place,0-14,0,2/29/2024,Accounts Payable,12,Flatiron CF
202,Remedy Place,0-15,-9407.27,3/31/2024,Accounts Payable,12,Flatiron CF
205,Remedy Place,0-1,0,1/31/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
206,Remedy Place,0-2,0,2/28/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
207,Remedy Place,0-3,0,3/31/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
208,Remedy Place,0-4,0,4/30/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
209,Remedy Place,0-5,0,5/31/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
210,Remedy Place,0-6,0,6/30/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
211,Remedy Place,0-7,0,7/31/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
212,Remedy Place,0-8,0,8/31/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
213,Remedy Place,0-9,0,9/30/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
214,Remedy Place,0-10,0,10/31/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
215,Remedy Place,0-11,0,11/30/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
216,Remedy Place,0-12,-138319.75,12/31/2023,Flatiron 12 W 21st - Amex,13,Flatiron CF
217,Remedy Place,0-13,0,1/31/2024,Flatiron 12 W 21st - Amex,13,Flatiron CF
218,Remedy Place,0-14,0,2/29/2024,Flatiron 12 W 21st - Amex,13,Flatiron CF
219,Remedy Place,0-15,0,3/31/2024,Flatiron 12 W 21st - Amex,13,Flatiron CF
222,Remedy Place,0-1,0,1/31/2023,Deferred Revenue,14,Flatiron CF
223,Remedy Place,0-2,0,2/28/2023,Deferred Revenue,14,Flatiron CF
224,Remedy Place,0-3,0,3/31/2023,Deferred Revenue,14,Flatiron CF
225,Remedy Place,0-4,0,4/30/2023,Deferred Revenue,14,Flatiron CF
226,Remedy Place,0-5,20600,5/31/2023,Deferred Revenue,14,Flatiron CF
227,Remedy Place,0-6,-20600,6/30/2023,Deferred Revenue,14,Flatiron CF
228,Remedy Place,0-7,0,7/31/2023,Deferred Revenue,14,Flatiron CF
229,Remedy Place,0-8,26265,8/31/2023,Deferred Revenue,14,Flatiron CF
230,Remedy Place,0-9,-26265,9/30/2023,Deferred Revenue,14,Flatiron CF
231,Remedy Place,0-10,0,10/31/2023,Deferred Revenue,14,Flatiron CF
232,Remedy Place,0-11,0,11/30/2023,Deferred Revenue,14,Flatiron CF
233,Remedy Place,0-12,55500,12/31/2023,Deferred Revenue,14,Flatiron CF
234,Remedy Place,0-13,-4775,1/31/2024,Deferred Revenue,14,Flatiron CF
235,Remedy Place,0-14,-10980,2/29/2024,Deferred Revenue,14,Flatiron CF
236,Remedy Place,0-15,27548,3/31/2024,Deferred Revenue,14,Flatiron CF
239,Remedy Place,0-1,0,1/31/2023,Other Current Liabilities,15,Flatiron CF
240,Remedy Place,0-2,0,2/28/2023,Other Current Liabilities,15,Flatiron CF
241,Remedy Place,0-3,8000,3/31/2023,Other Current Liabilities,15,Flatiron CF
242,Remedy Place,0-4,-8000,4/30/2023,Other Current Liabilities,15,Flatiron CF
243,Remedy Place,0-5,0,5/31/2023,Other Current Liabilities,15,Flatiron CF
244,Remedy Place,0-6,0,6/30/2023,Other Current Liabilities,15,Flatiron CF
245,Remedy Place,0-7,0,7/31/2023,Other Current Liabilities,15,Flatiron CF
246,Remedy Place,0-8,0,8/31/2023,Other Current Liabilities,15,Flatiron CF
247,Remedy Place,0-9,0,9/30/2023,Other Current Liabilities,15,Flatiron CF
248,Remedy Place,0-10,0,10/31/2023,Other Current Liabilities,15,Flatiron CF
249,Remedy Place,0-11,0,11/30/2023,Other Current Liabilities,15,Flatiron CF
250,Remedy Place,0-12,0,12/31/2023,Other Current Liabilities,15,Flatiron CF
251,Remedy Place,0-13,0,1/31/2024,Other Current Liabilities,15,Flatiron CF
252,Remedy Place,0-14,0,2/29/2024,Other Current Liabilities,15,Flatiron CF
253,Remedy Place,0-15,0,3/31/2024,Other Current Liabilities,15,Flatiron CF
256,Remedy Place,0-1,0,1/31/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
257,Remedy Place,0-2,0,2/28/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
258,Remedy Place,0-3,0,3/31/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
259,Remedy Place,0-4,0,4/30/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
260,Remedy Place,0-5,0,5/31/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
261,Remedy Place,0-6,0,6/30/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
262,Remedy Place,0-7,0,7/31/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
263,Remedy Place,0-8,0,8/31/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
264,Remedy Place,0-9,0,9/30/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
265,Remedy Place,0-10,0,10/31/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
266,Remedy Place,0-11,0,11/30/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
267,Remedy Place,0-12,0,12/31/2023,Payroll Liabilities:401k Liabilities,16,Flatiron CF
268,Remedy Place,0-13,666.01,1/31/2024,Payroll Liabilities:401k Liabilities,16,Flatiron CF
269,Remedy Place,0-14,0,2/29/2024,Payroll Liabilities:401k Liabilities,16,Flatiron CF
270,Remedy Place,0-15,1974.71,3/31/2024,Payroll Liabilities:401k Liabilities,16,Flatiron CF
273,Remedy Place,0-1,0,1/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,17,Flatiron CF
274,Remedy Place,0-2,0,2/28/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,17,Flatiron CF
275,Remedy Place,0-3,0,3/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,17,Flatiron CF
276,Remedy Place,0-4,0,4/30/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,17,Flatiron CF
277,Remedy Place,0-5,0,5/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,17,Flatiron CF
278,Remedy Place,0-6,0,6/30/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,17,Flatiron CF
279,Remedy Place,0-7,0,7/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,17,Flatiron CF
280,Remedy Place,0-8,0,8/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,17,Flatiron CF
